id,target,dominant_prediction,correct_models,total_models,correct_ratio,majority_count,confidence,majority_correct,pred_SVC_s42,correct_SVC_s42,pred_SVC_s123,correct_SVC_s123,pred_SVC_s2026,correct_SVC_s2026,pred_CatBoost_s42,correct_CatBoost_s42,pred_CatBoost_s123,correct_CatBoost_s123,pred_CatBoost_s2026,correct_CatBoost_s2026,pred_RF_s42,correct_RF_s42,pred_RF_s123,correct_RF_s123,pred_RF_s2026,correct_RF_s2026,pred_ET_s42,correct_ET_s42,pred_ET_s123,correct_ET_s123,pred_ET_s2026,correct_ET_s2026,pred_HGB_s42,correct_HGB_s42,pred_HGB_s123,correct_HGB_s123,pred_HGB_s2026,correct_HGB_s2026,category,mean_confidence
2607,0,3,0,15,0.0,12,0.8,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,2,0,CONSISTENTLY_WRONG,0.8
2609,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
2612,1,2,1,15,0.06666666666666667,14,0.9333333333333333,0,2,0,2,0,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.9333333333333333
2613,2,1,0,15,0.0,12,0.8,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8
2616,2,3,2,15,0.13333333333333333,13,0.8666666666666667,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,2,1,3,0,CONSISTENTLY_WRONG,0.8666666666666667
2620,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
2624,2,1,2,15,0.13333333333333333,13,0.8666666666666667,0,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8666666666666667
2630,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
2632,1,0,3,15,0.2,12,0.8,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNCERTAIN,0.8
2637,3,0,0,15,0.0,13,0.8666666666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8666666666666667
2639,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
2643,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
2647,2,1,2,15,0.13333333333333333,13,0.8666666666666667,0,1,0,1,0,1,0,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,CONSISTENTLY_WRONG,0.8666666666666667
2650,1,0,0,15,0.0,13,0.8666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,CONSISTENTLY_WRONG,0.8666666666666667
2659,3,0,0,15,0.0,13,0.8666666666666667,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8666666666666667
2664,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
2675,1,0,2,15,0.13333333333333333,13,0.8666666666666667,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8666666666666667
2677,1,0,0,15,0.0,12,0.8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8
2680,0,2,1,15,0.06666666666666667,13,0.8666666666666667,0,2,0,2,0,2,0,2,0,2,0,0,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,CONSISTENTLY_WRONG,0.8666666666666667
2690,1,2,0,15,0.0,14,0.9333333333333333,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.9333333333333333
2695,3,1,1,15,0.06666666666666667,12,0.8,0,2,0,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8
2701,2,0,0,15,0.0,14,0.9333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.9333333333333333
2704,3,2,0,15,0.0,15,1.0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,1.0
2707,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,CONSISTENTLY_WRONG,0.9333333333333333
2715,2,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
2716,1,0,3,15,0.2,12,0.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,UNCERTAIN,0.8
2719,1,2,0,15,0.0,15,1.0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,1.0
2735,0,1,2,15,0.13333333333333333,12,0.8,0,2,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,CONSISTENTLY_WRONG,0.8
2738,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
2749,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
2750,2,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,1.0
2758,2,1,0,15,0.0,14,0.9333333333333333,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,CONSISTENTLY_WRONG,0.9333333333333333
2760,2,0,0,15,0.0,14,0.9333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.9333333333333333
2771,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
2775,3,0,0,15,0.0,14,0.9333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CONSISTENTLY_WRONG,0.9333333333333333
2788,1,3,0,15,0.0,13,0.8666666666666667,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,2,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.8666666666666667
2792,1,2,0,15,0.0,12,0.8,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.8
2794,1,2,0,15,0.0,15,1.0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,1.0
2798,3,2,2,15,0.13333333333333333,13,0.8666666666666667,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,1,2,0,3,1,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.8666666666666667
2804,1,0,2,15,0.13333333333333333,13,0.8666666666666667,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8666666666666667
2811,2,3,3,15,0.2,12,0.8,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,2,1,3,0,2,1,UNCERTAIN,0.8
2819,0,1,1,15,0.06666666666666667,14,0.9333333333333333,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.9333333333333333
2824,1,0,3,15,0.2,12,0.8,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNCERTAIN,0.8
2852,2,1,0,15,0.0,13,0.8666666666666667,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8666666666666667
2858,3,2,3,15,0.2,12,0.8,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,1,3,1,3,1,2,0,2,0,2,0,UNCERTAIN,0.8
2859,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
2865,1,2,1,15,0.06666666666666667,12,0.8,0,2,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,1,1,2,0,CONSISTENTLY_WRONG,0.8
2870,1,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
2876,2,3,1,15,0.06666666666666667,12,0.8,0,3,0,3,0,3,0,1,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,CONSISTENTLY_WRONG,0.8
2878,2,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
2881,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
2886,2,1,0,15,0.0,12,0.8,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8
2894,2,0,0,15,0.0,12,0.8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8
2899,3,2,0,15,0.0,14,0.9333333333333333,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.9333333333333333
2919,0,1,0,15,0.0,12,0.8,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,2,0,1,0,1,0,1,0,1,0,2,0,1,0,CONSISTENTLY_WRONG,0.8
2924,2,0,0,15,0.0,12,0.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CONSISTENTLY_WRONG,0.8
2925,1,2,1,15,0.06666666666666667,12,0.8,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,3,0,2,0,2,0,2,0,1,1,2,0,CONSISTENTLY_WRONG,0.8
2926,2,3,2,15,0.13333333333333333,13,0.8666666666666667,0,3,0,3,0,3,0,3,0,2,1,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.8666666666666667
2933,0,2,0,15,0.0,13,0.8666666666666667,0,2,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.8666666666666667
2934,3,2,1,15,0.06666666666666667,14,0.9333333333333333,0,2,0,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.9333333333333333
2935,1,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
2937,3,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,1.0
2940,3,1,0,15,0.0,13,0.8666666666666667,0,2,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8666666666666667
2942,3,2,0,15,0.0,14,0.9333333333333333,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.9333333333333333
2946,2,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,1.0
2953,1,0,2,15,0.13333333333333333,13,0.8666666666666667,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CONSISTENTLY_WRONG,0.8666666666666667
2960,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
2963,3,1,0,15,0.0,14,0.9333333333333333,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.9333333333333333
2964,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,CONSISTENTLY_WRONG,0.9333333333333333
2967,1,3,0,15,0.0,12,0.8,0,2,0,2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.8
2972,1,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
2973,1,2,0,15,0.0,13,0.8666666666666667,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.8666666666666667
2978,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
2979,2,3,3,15,0.2,12,0.8,0,2,1,2,1,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,UNCERTAIN,0.8
2994,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,CONSISTENTLY_WRONG,0.9333333333333333
2997,2,1,0,15,0.0,14,0.9333333333333333,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.9333333333333333
3000,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
3007,0,1,0,15,0.0,12,0.8,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,2,0,CONSISTENTLY_WRONG,0.8
3015,0,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
3019,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
3026,2,1,2,15,0.13333333333333333,12,0.8,0,2,1,3,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8
3027,1,0,2,15,0.13333333333333333,13,0.8666666666666667,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8666666666666667
3029,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
3031,1,0,0,15,0.0,14,0.9333333333333333,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.9333333333333333
3034,3,2,0,15,0.0,12,0.8,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,1,0,CONSISTENTLY_WRONG,0.8
3045,0,1,1,15,0.06666666666666667,12,0.8,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8
3051,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,3,0,CONSISTENTLY_WRONG,0.9333333333333333
3058,2,3,0,15,0.0,14,0.9333333333333333,0,3,0,3,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.9333333333333333
3059,1,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
3060,1,2,0,15,0.0,14,0.9333333333333333,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.9333333333333333
3064,1,2,1,15,0.06666666666666667,14,0.9333333333333333,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.9333333333333333
3078,0,1,1,15,0.06666666666666667,14,0.9333333333333333,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.9333333333333333
3081,2,0,0,15,0.0,14,0.9333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CONSISTENTLY_WRONG,0.9333333333333333
3083,2,1,2,15,0.13333333333333333,13,0.8666666666666667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2,1,1,0,CONSISTENTLY_WRONG,0.8666666666666667
3087,1,0,3,15,0.2,12,0.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,UNCERTAIN,0.8
3099,1,0,3,15,0.2,12,0.8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,UNCERTAIN,0.8
3100,0,2,0,15,0.0,13,0.8666666666666667,0,1,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.8666666666666667
3110,1,0,2,15,0.13333333333333333,13,0.8666666666666667,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8666666666666667
3111,2,3,1,15,0.06666666666666667,12,0.8,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0,2,1,1,0,CONSISTENTLY_WRONG,0.8
3112,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
3114,0,1,0,15,0.0,13,0.8666666666666667,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,CONSISTENTLY_WRONG,0.8666666666666667
3119,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,3,0,CONSISTENTLY_WRONG,0.9333333333333333
3120,2,3,0,15,0.0,14,0.9333333333333333,0,3,0,3,0,0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.9333333333333333
3126,2,3,0,15,0.0,13,0.8666666666666667,0,3,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0,3,0,CONSISTENTLY_WRONG,0.8666666666666667
3129,2,0,0,15,0.0,13,0.8666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,CONSISTENTLY_WRONG,0.8666666666666667
3133,1,0,1,15,0.06666666666666667,14,0.9333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.9333333333333333
3134,2,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,1.0
3136,1,0,3,15,0.2,12,0.8,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNCERTAIN,0.8
3144,2,0,1,15,0.06666666666666667,12,0.8,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CONSISTENTLY_WRONG,0.8
3149,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
3155,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
3157,2,0,1,15,0.06666666666666667,12,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,CONSISTENTLY_WRONG,0.8
3158,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
3160,3,1,0,15,0.0,13,0.8666666666666667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,2,0,CONSISTENTLY_WRONG,0.8666666666666667
3165,1,2,0,15,0.0,13,0.8666666666666667,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,3,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.8666666666666667
3166,1,3,0,15,0.0,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,CONSISTENTLY_WRONG,0.9333333333333333
3173,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
3179,1,3,0,15,0.0,13,0.8666666666666667,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,2,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.8666666666666667
3184,2,1,0,15,0.0,14,0.9333333333333333,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.9333333333333333
3193,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
3195,2,0,1,15,0.06666666666666667,13,0.8666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,CONSISTENTLY_WRONG,0.8666666666666667
3196,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
3197,1,0,1,15,0.06666666666666667,14,0.9333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,CONSISTENTLY_WRONG,0.9333333333333333
